username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Mathew Renner 🇺🇸🇺🇦,35700479,Des Moines WA,2023-01-18 16:20:05,@RepJayapal It's time to make all healthcare as bad as the VA.,0,Twitter Web App,
LovelyWuch (she/ they) 🤷🏻‍♀️🌈,2378068191,"Seattle, WA",2023-01-18 16:19:24,@bashfuljoequinn Doesn't need to be a therapist! Your primary care doc can do it. I do them all the time. ESAs have… https://t.co/BYI35q2PKW,0,Twitter for Android,
Michael 🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿🇨🇦🇺🇲,41774136,Seattle,2023-01-18 16:12:31,@coteau @GicAriana You’re going to turn into the US “healthcare” system if you aren’t careful.,0,Twitter for iPhone,
Mosio | for Research,11006,San Francisco | Seattle,2023-01-18 16:01:06,Smart patch' could be used to detect Alzheimer's https://t.co/aSSAi07Gmo #wearables #wearabletech #healthcare… https://t.co/1WAfFVBlvF,0,Buffer,
North Kent College,119003929,Kent,2023-01-18 15:55:03,Did you know we offer Access to Higher Education courses? The Access to Nursing and Healthcare Professions course i… https://t.co/zpVF5stN7D,0,Buffer,
Prannay P,1583864145359044608,Seattle,2023-01-18 15:09:30,"On-Demand Healthcare services like On-demand doctor, nurse or mental health

https://t.co/Mk3M0GJmSj",0,Twitter Web App,
BelleMorte1979,1341239252961521665,"Seattle, Washington",2023-01-18 14:40:40,@cbouzy Things like this are exactly why my IT gal self stays in healthcare IT. There is always a need and tech is… https://t.co/SYXW8SeTcC,1,Twitter for Android,
Verity Solutions,4798815220,"Kirkland, WA",2023-01-18 14:00:14,Get the relevant UDS data you need in a layout that closely mirrors the HRSA UDS Report. Easy cut and paste into yo… https://t.co/lOScBOe0D6,0,Khoros Publishing App,
Tonya Burk,46695501,"Seattle, WA",2023-01-18 13:33:07,"Healthcare for Profit 
#LupusWarrior https://t.co/wGaFz91ccv",0,Twitter for Android,
we have a leader!,796953680511516673,"Seattle, WA",2023-01-18 09:02:46,"@SteveScalise How sad 

I remember 2 years of accomplishments for working Americans 

-Infrastructure Bill
-Lower D… https://t.co/tYVWbJgp7K",2,Twitter for iPhone,
Martin 🐭,17675865,Kent,2023-01-18 06:18:46,"@VigilantFox @P_McCulloughMD This is the MHRA guidance Dr McCullough referred to:

https://t.co/RcdSV9YXCY",0,Twitter Web App,
John Gresham 🪓,760716244605669376,"Seattle, WA",2023-01-18 03:30:19,"@thebeardofriker @DudeTweetsAlot yes, yes, i'm so privileged not to be among the people who have healthcare.",0,Twitter Web App,
KING 5 News,19430999,"Seattle, Washington, USA",2023-01-18 03:13:02,Medicare Advantage policies are being lost because of a contract dispute between Regence BlueShield and Optum Healt… https://t.co/tg4SCADGML,6,SocialNewsDesk,
Respshop.com,1566010585,Redmond. WA,2023-01-18 02:15:00,The Evora full face by Fisher &amp; Paykel Healthcare is a compact CPAP mask that's great with any sleep position for s… https://t.co/jfmyfi9Gcv,0,Semrush Social Media Tool,
Erik Cárdenas,25231617,"Seattle, WA",2023-01-18 02:13:35,"@hcldr Bring healthcare to the people. Engage the community including the individuals that have shared, lived exper… https://t.co/9o1mE94TS4",1,Twitter for iPhone,
Richard W Mockler,1338981949621166081,"Burien, WA",2023-01-18 02:09:16,"T3. More community-based care. More non-profit plans and systems w/actual community values. Healthcare for all, how… https://t.co/7XyKb9f3pn",2,Twitter Web App,
Evelyn Stack,314987213,"Redmond, WA",2023-01-18 02:08:03,@PeterZeihan As a boomer I spend (invest) a fair amount of my income in fitness/well being but never see it as it's… https://t.co/vcn40nKcEM,0,Twitter Web App,
Jason Vosburg,124568898,Seattle,2023-01-18 02:06:45,"@TheFightFan_ @paulspad24 @arielhelwani @francis_ngannou That's one aspect of it, come on, don't play dumb. But it… https://t.co/tQ21nVfaa6",0,Twitter for Android,
Pamela Reinskou ✌🏼,65129573,Sammamish,2023-01-18 02:04:05,#inners IMHO Healthcare is a big key to a better way of life for all. https://t.co/DVEYuSmqUx,0,Twitter for iPad,
BookBaba,375884443,"Seattle/Edmonds, WA",2023-01-18 01:52:30,@TashaCMN It ordinarily trumps privacy. Same in healthcare.,0,Twitter for Android,
Richard W Mockler,1338981949621166081,"Burien, WA",2023-01-18 01:48:08,"@GailYentaBeck @hcldr I think people also doubt that healthcare is based on science. If your experience of ""healthc… https://t.co/gGUb4U8i3e",0,Twitter Web App,
Sally James,20122754,Seattle,2023-01-18 01:41:10,"T1- This story is about trust, and I like how @healthythinker talks her way through the ups and downs of it. #hcldr 
https://t.co/sV704830dr",2,Twitter Web App,
Richard W Mockler,1338981949621166081,"Burien, WA",2023-01-18 01:34:51,"Hello my Twitter friends! Richard Mockler here, Seattle area. Focused on behavioral health, economic justice, and h… https://t.co/JpkonNhsib",0,Twitter Web App,
BelleMorte1979,1341239252961521665,"Seattle, Washington",2023-01-18 01:22:49,@frmrlycoachhall That's a fantabulous outlook! I'm happy you are happy! Finding out who we are for real is wonderfu… https://t.co/ne60gPLQb3,0,Twitter for Android,
Greg Orr,360276193,"Seattle, WA",2023-01-18 01:15:09,Very happy with our experience at @seattlechildren. We came with detailed descriptions of symptoms and timeline.  A… https://t.co/dScvPLyb44,1,Twitter for iPhone,
Aaron Stephens,2730354404,"Seattle, WA",2023-01-18 00:48:48,"@KimZetter Don’t know that I have anything public to share for that. Regardless, I think what happened with RYUK an… https://t.co/wEBpPBwKLA",0,Twitter for iPhone,
Erin 🍞,869295073,"Seattle, WA",2023-01-18 00:23:13,@ItsJustXxGxX @OnesieInd @Phreckles @MsRobinSLC @checkmatestate Quick example you might have read about: Last year… https://t.co/gIFhYAyyAN,0,Twitter Web App,
Mark Manum,1314370926,Seattle,2023-01-17 23:00:19,10 healthcare technology trends for 2023 | Philips https://t.co/stE4YYe4Oi,0,Twitter Web App,
Data Science Dojo,1318985240,"Seattle, WA",2023-01-17 23:00:00,What Are the Opportunities for #Blockchain in #Healthcare? Read more: https://t.co/LvxY0e9YZy https://t.co/dYqYZkytTR,0,HubSpot,
Mr. Nurse,1445732864205615108,Seattle,2023-01-17 22:35:14,"@G6throughF5 Wait wait wait… what do you get for your 52% tax rate? Free healthcare, free child care, free college.… https://t.co/wKUTbt0b13",0,Twitter Web App,
EquitySpring Partners,1118615818500100097,"Seattle, WA",2023-01-17 22:14:57,Amazon’s new healthcare service to offer COVID-19 treatment plans https://t.co/P3nPqgXiCV https://t.co/iK2FnQJix3,0,dlvr.it,
Dr Bob Gill,1599212660,Kent,2023-01-17 22:13:00,Mental gymnastic required to contrive cover for the indefensible betrayal by @UKLabour of #NHS. Despite carnage unf… https://t.co/VuoRpsa1xb,7,Twitter for Android,
Cumming Group,365064086,"Seattle, WA",2023-01-17 22:01:40,"We are currently looking for a Healthcare Project Manager based in New York, NY.

Come join our team! 🔗… https://t.co/KlsHaVD6YY",0,Loomly,
Chris,1298691450285125632,"Seattle, WA",2023-01-17 21:35:45,"@PaulRiveraNews @komonews Seattle business owners silent? I wish, komo alone probably airs 100+ segments of just bu… https://t.co/PPA95DG2WC",0,Twitter for Android,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 21:35:39,"@Hutorbydikanka @RepJayapal So it is healthcare, you're just conflating a medical procedure with your beliefs abt w… https://t.co/GPRWMhfYC8",0,Twitter Web App,
Cumming Group,365064086,"Seattle, WA",2023-01-17 21:30:06,"We are currently looking for a Healthcare Senior Project Manager based in New York, NY.

Come join our team! 🔗… https://t.co/sVWBeysIGC",0,Loomly,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 21:20:20,@Hutorbydikanka @RepJayapal So you agree abortions are healthcare.,0,Twitter Web App,
David Miller,881795855916781568,"Bellevue, WA",2023-01-17 21:14:31,"@leftcoastbabe Are the unvaccinated still not allowed healthcare?.
I agree the unvaccinated newborns should be plac… https://t.co/v4gPaakd6j",0,Twitter Web App,
Corinne Stroum,3152877917,"Seattle, WA",2023-01-17 21:03:15,"Yesterday saw an oft-quoted line from Rev Martin Luther King Jr regarding #healthequity. Today, health equity is mo… https://t.co/GWDXi5UNof",0,Twitter Web App,
Tryten,398913456,"Seattle, WA",2023-01-17 20:59:02,"""Much like the economy class on an airline, the one-size-fits-all approach may not work for everyone—especially in… https://t.co/vUvTrTOiOg",0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 20:58:57,"@Hutorbydikanka @RepJayapal How are ectopic pregnancies terminated?

If the answer is abortion, which it is, then a… https://t.co/gNs2CYIfPo",0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 20:53:07,"@OlyWalker @RepJayapal I see nothing in the definitions of Zygote, Embryo or Fetus that specify implantation in the… https://t.co/v30zX2osas",0,Twitter Web App,
mike mcsherry,8242,"seattle, wa",2023-01-17 20:52:42,"Driving #digitalhealth adoption by Providers!

Great to be recognized as a top 15 healthcare startup by… https://t.co/P1DtR2QkSV",1,Twitter Web App,
Doesn't have the patience for another social media,2398692109,"Redmond, WA",2023-01-17 20:42:58,"@DonDavies A an American, let me say clearly: You don't want our system. This is the wrong direction to move.
For p… https://t.co/LVPsFrGz7g",0,Twitter Web App,
Jana Lindstrom,1651472023,Everett WA,2023-01-17 20:40:12,@atensnut Or free healthcare…,0,Twitter for iPhone,
Cameron Lee Cowan M.A.,18222504,"Seattle, WA",2023-01-17 20:22:45,@NerdBurns @zbloom89 @JoePostingg They will defo worry about healthcare costs. More than one family has been sunk by illness.,0,Twitter for iPhone,
Blujay,1586060822270222336,"Seattle, Washington",2023-01-17 20:21:55,"@GOP Please define socialism. If it's Nordic style that includes universal healthcare, the vast majority of America… https://t.co/O8VVMqoqJ4",0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 20:11:00,"@OlyWalker @RepJayapal So an abortion of an embryo is healthcare for ectopic pregnancies.

Thank you for confirming… https://t.co/tSdP7wIYeH",0,Twitter Web App,
Xealth,700473200103202816,"Seattle, WA",2023-01-17 19:56:41,We are proud to be among the #FierceHealth15 companies recognized for trying to change the world by changing the… https://t.co/hIuZg0QZWA,0,Twitter Web App,
Terry Myerson,6439702,"Seattle, WA",2023-01-17 19:55:46,"Interesting research “Machine Learning and Real-World Data to Predict Lung Cancer Risk in Routine Care”

J&amp;J workin… https://t.co/oQ14NZ2MWE",0,Twitter Web App,
Jessica 🇺🇸🆘,195899676,Seattle,2023-01-17 19:48:16,@RonnyJacksonTX Yikes! https://t.co/4MFVLWkGJ9,0,Twitter for iPhone,
TisBest Philanthropy,60938121,Seattle,2023-01-17 19:45:39,"Charity Spotlight ⭐ @NatUrbanLeague  ⭐

For the millions of lives we impact every day, a gift to the National Urban… https://t.co/e9rzZle5Om",0,ContentStudio.io,
Magic Rice,2984984995,"Seattle, WA",2023-01-17 19:38:54,@ItsGoneAwry Have you priced out insurance on your state's healthcare marketplace? Tax credits can make plans reaso… https://t.co/fyOlQoKSMW,0,Twitter for Android,
seattle newswire,1517978818132135936,"Seattle, Washington",2023-01-17 19:05:00,Amazon’s new healthcare service to offer COVID-19 treatment plans #amazon - Geekwire https://t.co/XuYBwqUx7I,0,seattlebrief,
Help Texts,908202142183301121,"Seattle, WA",2023-01-17 19:01:42,"As #healthcareprofessionals navigate burnout, there are small, impactful things they can do to cope with the wear-a… https://t.co/3hM7IjZjJr",0,Loomly,
Help Texts,908202142183301121,"Seattle, WA",2023-01-17 19:01:41,It's no secret that #healthcare workers are exhausted. #burnout isn't something that's solved with a weekend of res… https://t.co/GD6BGyZvDA,0,Loomly,
Lynnwood Times,1104645662455488512,"Lynnwood, WA",2023-01-17 18:53:31,#BREAKING: @safeLynnwood makes it plea to the @snocounty today to halt the OTP license being issued to Acadia Healt… https://t.co/VonjCOrhqu,9,Twitter Web App,
GeekWire,255784266,Seattle,2023-01-17 18:50:20,Amazon’s new healthcare service to offer COVID-19 treatment plans https://t.co/I9OjUpDOZs,1,GeekWire,
"Koverse, Inc., An SAIC Company",299965657,"Seattle, WA",2023-01-17 18:37:20,Koverse is pleased to sponsor the 15th Annual AFCEA Health IT Summit in Bethesda! Stop by Booth 8 and learn how dat… https://t.co/Bk5DK5304k,2,Hootsuite Inc.,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 18:24:54,@OlyWalker @RepJayapal Tell me how ectopic pregnancies are treated and then how that's not abortion as healthcare.,0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 18:19:35,@MSilliness @RepJayapal Well that argument doesn't seem to address the points of this conversation at all? Also odd… https://t.co/SlaIEaOMKv,0,Twitter Web App,
TMJ-WAT Nursing Jobs,120647454,"Tacoma, WA",2023-01-17 18:08:54,Looking to score a job at Aveanna Healthcare? You're in luck. Click the link in our bio for the job description and… https://t.co/cCUdWj1zyl,0,CareerArc 2.0,"{'type': 'Point', 'coordinates': [-122.5134478, 47.2887352]}"
LWTech Behavioral Health,726999548892061697,"Kirkland, WA",2023-01-17 18:03:18,"Professor Wendi Nancarrow-Carter, LICSW, teaches students in Group Work class about tangible strategies and skills… https://t.co/0970BODmTp",0,Twitter Web App,
Christian Snow,1430210831690698754,"Seattle, WA",2023-01-17 17:58:34,"Looks like Julie Chrisley's prison assignment was shifted, according to WYKT TV. She will now serve 7 years in Lexi… https://t.co/03qJipxZSZ",0,Twitter Web App,
SeekOut,902641988255662081,"Bellevue, WA",2023-01-17 17:51:44,"Want to stay competitive during a talent shortage? 

Find out which trends in healthcare staffing will impact your… https://t.co/gocSECEQWC",1,Sprout Social,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 17:43:03,"@MSilliness @RepJayapal It's treated with an abortion. You can say it, I know you can.

So if abortion is a treatme… https://t.co/D1qOFf9Llh",0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 17:24:23,"@lastra_joe @RepJayapal @LiveAction @LiveActionNews @LilaGraceRose Legally and medically both are an abortion.

So… https://t.co/PMQuj7BrPk",0,Twitter Web App,
Reggie Miles,90484767,Seattle,2023-01-17 17:20:04,@ninaturner It's time America joined the rest of the industrialized nations of the world and provided the American… https://t.co/IpmjWXOEq0,0,Twitter Web App,
James Seabridge,3547427352,"Seattle, WA",2023-01-17 17:19:52,@Kyleoateshammie @ZubyMusic Better/best can sometimes be the enemy of good. Happiness in this life is achievable wi… https://t.co/GoTRx4o1dq,0,Twitter for iPhone,
Reggie Miles,90484767,Seattle,2023-01-17 17:13:06,"@BenChuWorld @ninaturner As someone who's never had healthcare coverage, any coverage is good coverage.",0,Twitter Web App,
Nightingale 2.0,2623062862,"Seattle, WA",2023-01-17 17:02:31,@angijones @franklymaven They were men who truly just wanted to be left alone to deal with trauma induced mental il… https://t.co/9mHxa3Fbaz,0,Twitter for iPhone,
Rich Phelps,15854325,Seattle,2023-01-17 17:00:25,"@nathaliejacoby1 Rent. Thai food. Healthcare. A degree. Yeah, but mostly Thai food.",0,Twitter for iPhone,
Jewels,800502587602583552,"Bainbridge Island, WA",2023-01-17 16:56:51,@nathaliejacoby1 Healthcare,0,Twitter for iPhone,
Barry Dorrans,1847381,"Seattle, WA",2023-01-17 16:48:38,@ProfWoodward @danhigham Lol us healthcare will just chuck you out,0,Twitter for iPhone,
Ian 😈,452747770,"Silverdale, WA",2023-01-17 16:36:06,@AnObtuseGnome @TheQuartering Transition is one of the ways of dealing with it. I'm sorry you don't like it but you… https://t.co/83ml3ATe64,0,Twitter Web App,
Tim Althoff,472562889,"Seattle, WA",2023-01-17 16:35:53,From a 'deranged' provocateur to IBM's failed AI superproject: the controversial story of how data has transformed… https://t.co/WhXi6hdcaK,0,Twitter for Android,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 16:31:33,@lastra_joe @RepJayapal @LiveAction @LiveActionNews @LilaGraceRose Tell me how ectopic progrnancies are treated and… https://t.co/EGQuf9BjPv,0,Twitter Web App,
Daniel Newton (he/him),270131568,"Seattle, WA",2023-01-17 16:30:44,@MSilliness @RepJayapal How are ectopic pregnancies dealt with in healthcare?,0,Twitter Web App,
ActX,2258281764,Seattle,2023-01-17 16:29:01,"""Many in healthcare believe patients tend to be happiest and healthiest when they're in the home. 

This increasing… https://t.co/sS3cWtNRQl",0,Buffer,
Nightingale 2.0,2623062862,"Seattle, WA",2023-01-17 16:27:21,"@XXBasedRights I’ve been introduced to a few transgenders, who are always a mix of incel, entitled and narcissistic… https://t.co/6IfiU8VdOI",0,Twitter for iPhone,
Ian 😈,452747770,"Silverdale, WA",2023-01-17 16:24:08,@AnObtuseGnome @TheQuartering Yes. Often Republicans and bigots will weponize their false concern for the trans com… https://t.co/Xc3c2T0sFS,0,Twitter Web App,
Accel BI,2254211300,"Seattle, WA",2023-01-17 16:03:31,"Virtualized infrastructure, cost savings and faster backup and restoration — Just 3 benefits one healthcare provide… https://t.co/fWYDVtN1uS",0,ContentMX,
Dr Bob Gill,1599212660,Kent,2023-01-17 15:15:50,@timspector ➡️ H&amp;SC act 2022 creating 42 new public-private ICS based on US 'managed care' system profiting by deni… https://t.co/taxZFigLQk,4,Twitter for Android,
"Grant H. Garcia, MD",1037210887612981249,"Seattle, WA",2023-01-17 13:00:01,"Which types of arthritis can affect the arm?
https://t.co/utzHTrEuek",0,Twitter Web App,
Lindsay ♿✡️🏳️‍⚧️🏳️‍🌈🧣,2949412370,"Seattle, WA",2023-01-17 12:28:57,Twitter is so broken they are showing me ads for California healthcare. I have been living in Washington state for 3 years now...,0,Twitter for Android,
Safe Lynnwood,1610048554130898944,"Lynnwood, WA",2023-01-17 10:34:25,"Long history of frauds, wage and hour violations and workplace safety violations.

https://t.co/rfJhp7GQ1j https://t.co/u5p9RfCNRG",1,Twitter Web App,
Safe Lynnwood,1610048554130898944,"Lynnwood, WA",2023-01-17 10:31:39,"In Louisiana, Acadia was sued for various violations of the False Claims Act because they failed to comply with thr… https://t.co/CWq530w1lp",1,Twitter Web App,
Safe Lynnwood,1610048554130898944,"Lynnwood, WA",2023-01-17 10:27:27,"Acadia's track record 🧵

Acadia paid $17 million to resolve allegations of a billing scheme that defrauded Medicaid… https://t.co/9Bap5XwCQN",2,Twitter Web App,
🇪🇺Blue🇺🇸Tiger🇧🇦Politics🇺🇳,1282164215348736001,"Seattle, WA",2023-01-17 10:21:11,The answer is simple… HEALTHCARE https://t.co/yvEsQ0eAg9,0,Twitter for iPhone,
jmrackgomer,1273145759567876106,"Seattle, WA",2023-01-17 08:44:36,"@dvasishtha Yeah, heard an interview on 20VC where the guy was confidently explaining to Harry how investors should… https://t.co/qMYZ1IS5lL",0,Twitter for iPhone,
Dr Bob Gill,1599212660,Kent,2023-01-17 08:26:17,"Good video.
Problem is @UKLabour @Keir_Starmer are ideologically aligned with @Conservatives and shouting loudly ab… https://t.co/sUUnad44jI",9,Twitter for Android,
Marie,215417207,Kent,2023-01-17 08:21:03,"@timspector Ridiculous systems in place designed to hinder access to necessary healthcare. Why, if you have an elde… https://t.co/Sp7aI0spiq",0,Twitter for Android,
Jessica Ritchie,59027328,"Seattle, WA",2023-01-17 07:32:46,"Today, in ""Have I Mentioned I Fucking Hate It Here?""

Hopefully this saves someone the pain of not getting mental h… https://t.co/8SviP0ECxD",0,Twitter for Android,
Cindy Witter 🇺🇦,819382686112329728,"Mill Creek, WA",2023-01-17 05:46:50,@nathaliejacoby1 Healthcare in America,0,Twitter for iPhone,
"R.M. Hoffman M.Div, MHP",733068953103130624,"Seattle, WA",2023-01-17 03:49:56,@pbcmike98 @9Sling @JoshDaws I am literally a healthcare provider🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣😵,0,Twitter for iPhone,
Black to the Future,52426757,"Edmonds, WA",2023-01-17 03:44:36,Healthcare. Housing. Food. Clothing. Clean water. I could do this all day. https://t.co/zIJv3R6sPX,0,Twitter for Android,
🇺🇦 cosmic 🇺🇦,817789496959713280,"Seattle, WA",2023-01-17 03:43:40,"It's time to declare an emergency before our healthcare system completely collapses.

https://t.co/Brty5muW5k",0,Twitter Web App,
TT 💕,34820873,"Tacoma, WA",2023-01-17 03:39:49,I promise ima y’all ima leave this industry of healthcare as a nursing assistant by the end of this year because 14… https://t.co/0wRBpwj0Zy,0,Twitter for iPhone,
Duwamishygirl,872494730365378560,"Seattle, WA",2023-01-17 03:31:50,@caslernoel I guess their taxpayer funded healthcare will pay for their lung cancer,0,Twitter for iPhone,
Bernie is President 🇺🇲,16495707,"Seattle, WA, USA",2023-01-17 03:09:35,"@realist_shakzz @isthischill @FoxNews So you do not support the ""great replacement theory""?

At the end of the day,… https://t.co/qFYrmVsxa7",0,Twitter for Android,
The Predictament 🪳,108147380,"Seattle, WA",2023-01-17 03:05:11,@Chelsea39748898 @MikeOMara It’s so difficult to adequately handle all the complexities of the healthcare system wh… https://t.co/Huc6rqKk5r,0,Twitter for iPhone,
Leftist Feminist Atheist Ⓥegan ProLife ⓅⓁ Grunger,1654899787,"Seattle, WA",2023-01-17 02:54:59,@AnneUndone1 @secularprolife When the youngest and most vulnerable and defenseless human beings are made to use the… https://t.co/4CZGpoAt3A,0,Twitter Web App,
Bernie is President 🇺🇲,16495707,"Seattle, WA, USA",2023-01-17 02:51:48,"@realist_shakzz @isthischill @FoxNews And abortion is basic Healthcare, stop trying to put your will on women because they had sex",0,Twitter for Android,
South King County Fire Dispatches,1390435821212213248,King County WA,2023-01-17 02:13:05,"🚑
DISPATCH: Medical Aid - Basic Life Support @ STAFFORD HEALTHCARE #207, 2800 S 224TH ST #207, DES MOINES.

Respond… https://t.co/btAE2XAFd9",0,SKCDispatch,"{'type': 'Point', 'coordinates': [-122.296963, 47.401019]}"
Food_mancing,2765985741,"Seattle, WA",2023-01-17 02:03:27,You keep retweeting people who want to ethnically cleanse the world. I want everyone to have free healthcare. I lik… https://t.co/zW6Fpweofg,0,Twitter for iPhone,
Science activism,1653649778,"Seattle, WA USA",2023-01-17 01:28:00,"Will they do the compassionate thing and take money from war for healthcare, education, etc? Or business as usual.… https://t.co/6bdN4lpbXo",0,Twitter for iPhone,
Harry Chronic Jr.,16372975,Seattle,2023-01-17 01:25:40,@nathaliejacoby1 Healthcare,0,Twitter for iPhone,
Brian Pouch,293130526,"Seattle, WA",2023-01-17 01:15:52,"Says the asshole with a government pension, healthcare for life and $$$ from lobbyists padding his pockets. https://t.co/7kttAsPcGD",0,Twitter for iPhone,
The Food-Minded Mama,60953649,"Seattle, WA",2023-01-17 00:56:29,"@Florida_CatMan @FoxNews Listen, James. There's no reason to engage with someone who claimes Florida is a ""free sta… https://t.co/RezyuHJvHO",0,Twitter Web App,
Seattle DSA for M4A,1389736611848474624,"Seattle, WA",2023-01-17 00:24:59,"#MLK was a #DemocraticSocialist who understood the importance of #HealthcareJustice.

We are proud to continue on i… https://t.co/GAvwUbUN7T",5,Twitter Web App,
